,state,response,coverage,education,employmentstatus,gender,location_code,marital_status,renew_offer_type,sales_channel,vehicle_class,vehicle_size,policy_type,policy_level
4294,Oregon,No,3,Bachelor,Employed,F,Rural,Married,3,Agent,Four-Door Car,2,C,2
4295,Arizona,Yes,2,High School or Below,Employed,F,Suburban,Single,2,Agent,Four-Door Car,2,P,1
4296,Oregon,No,1,High School or Below,Unemployed,F,Suburban,Single,3,Branch,SUV,2,P,2
4297,Arizona,No,1,Bachelor,Employed,F,Suburban,Married,2,Web,Four-Door Car,1,C,3
4298,Washington,No,3,Bachelor,Unemployed,F,Suburban,Married,1,Branch,Luxury Car,2,P,3
4299,Oregon,No,1,College,Unemployed,F,Suburban,Single,1,Agent,SUV,1,P,3
4300,California,No,1,College,Employed,M,Urban,Single,2,Call Center,Four-Door Car,2,C,2
4301,Nevada,Yes,2,Bachelor,Employed,F,Suburban,Married,2,Call Center,Two-Door Car,2,P,3
4302,Arizona,No,1,College,Employed,F,Rural,Married,2,Branch,SUV,2,P,2
4303,Washington,Yes,1,College,Employed,M,Urban,Single,2,Agent,Two-Door Car,2,P,3
4304,Oregon,No,1,High School or Below,Employed,F,Urban,Married,1,Call Center,Four-Door Car,2,P,2
4305,California,Yes,1,Bachelor,Employed,F,Urban,Married,2,Branch,SUV,2,P,2
4306,Washington,Yes,1,High School or Below,Other,M,Suburban,Single,1,Call Center,SUV,2,C,2
4307,Oregon,Yes,1,High School or Below,Employed,M,Suburban,Married,2,Agent,Four-Door Car,1,P,2
4308,Nevada,No,2,Master and Above,Unemployed,M,Suburban,Married,1,Agent,Two-Door Car,1,S,2
4309,Arizona,Yes,1,Bachelor,Employed,M,Suburban,Married,2,Agent,Two-Door Car,2,P,1
4310,California,No,2,Bachelor,Employed,M,Suburban,Married,1,Web,SUV,2,C,3
4311,Oregon,No,1,High School or Below,Employed,F,Suburban,Married,1,Branch,Two-Door Car,2,P,3
4312,Arizona,No,1,Master and Above,Unemployed,M,Rural,Single,4,Call Center,Four-Door Car,2,P,3
4313,Oregon,No,3,Bachelor,Employed,M,Urban,Married,1,Branch,SUV,2,P,3
4314,Oregon,Yes,1,Bachelor,Unemployed,M,Suburban,Married,1,Agent,SUV,3,P,3
4315,Washington,No,1,Master and Above,Unemployed,M,Suburban,Married,3,Web,Four-Door Car,2,C,2
4316,Oregon,No,1,High School or Below,Employed,M,Suburban,Single,2,Web,Two-Door Car,1,P,2
4317,California,Yes,3,High School or Below,Employed,F,Rural,Married,2,Web,Four-Door Car,2,C,1
4318,Arizona,No,1,Bachelor,Employed,M,Rural,Single,4,Agent,Two-Door Car,1,C,3
4319,Oregon,No,2,High School or Below,Unemployed,M,Suburban,Single,1,Branch,SUV,2,P,1
4320,California,No,1,High School or Below,Employed,M,Urban,Single,1,Branch,Two-Door Car,2,P,1
4321,Arizona,No,1,Bachelor,Employed,F,Suburban,Single,2,Branch,Luxury Car,2,P,2
4322,Arizona,No,1,High School or Below,Unemployed,M,Suburban,Single,3,Agent,SUV,2,P,3
4323,Oregon,No,1,Bachelor,Employed,M,Urban,Married,4,Web,Four-Door Car,2,P,3
4324,Oregon,Yes,2,Master and Above,Employed,M,Urban,Married,3,Agent,Four-Door Car,2,C,3
4325,California,No,2,High School or Below,Employed,M,Suburban,Married,2,Branch,Two-Door Car,2,P,2
4326,Oregon,Yes,1,College,Unemployed,M,Suburban,Single,1,Agent,Two-Door Car,2,C,3
4327,Arizona,No,1,Bachelor,Employed,F,Urban,Single,3,Web,Four-Door Car,2,P,3
4328,California,No,2,College,Unemployed,M,Suburban,Married,1,Web,Four-Door Car,2,P,3
4329,Oregon,No,1,High School or Below,Unemployed,F,Suburban,Single,1,Web,Four-Door Car,1,P,3
4330,California,No,1,High School or Below,Unemployed,F,Suburban,Single,2,Call Center,SUV,2,C,3
4331,Arizona,No,3,Bachelor,Unemployed,M,Suburban,Single,2,Branch,Four-Door Car,1,P,2
4332,California,No,1,High School or Below,Employed,M,Urban,Single,2,Branch,Two-Door Car,2,P,2
4333,California,No,1,Bachelor,Unemployed,M,Suburban,Single,2,Web,Luxury Car,2,P,3
4334,California,No,1,High School or Below,Employed,F,Urban,Married,2,Branch,Luxury Car,2,P,2
4335,Arizona,Yes,2,High School or Below,Employed,M,Rural,Single,1,Agent,Four-Door Car,2,P,3
4336,California,No,1,Bachelor,Unemployed,F,Suburban,Married,4,Web,Four-Door Car,2,P,2
4337,California,No,1,High School or Below,Other,F,Suburban,Married,4,Call Center,Four-Door Car,2,P,3
4338,California,No,1,High School or Below,Unemployed,F,Suburban,Single,1,Agent,Four-Door Car,2,P,2
4339,Oregon,Yes,2,Bachelor,Employed,F,Suburban,Married,2,Agent,SUV,2,P,3
4340,Oregon,No,3,College,Unemployed,M,Suburban,Married,1,Call Center,Four-Door Car,1,P,3
4341,California,No,1,College,Other,M,Suburban,Single,1,Agent,Luxury Car,2,P,3
4342,California,No,3,College,Unemployed,F,Suburban,Single,3,Branch,SUV,2,P,3
4343,California,No,1,High School or Below,Employed,M,Suburban,Married,2,Branch,Four-Door Car,2,P,3
4344,Nevada,No,2,Bachelor,Employed,M,Suburban,Married,4,Agent,Four-Door Car,2,S,2
4345,California,No,2,High School or Below,Unemployed,M,Suburban,Single,1,Agent,Four-Door Car,2,P,3
4346,California,No,2,College,Employed,M,Urban,Married,3,Branch,Two-Door Car,3,C,3
4347,California,No,1,College,Unemployed,F,Suburban,Married,1,Branch,Four-Door Car,2,C,2
4348,California,No,3,Master and Above,Employed,F,Suburban,Married,3,Agent,Four-Door Car,2,P,2
4349,California,Yes,1,College,Other,F,Suburban,Single,1,Agent,SUV,1,C,3
4350,California,No,2,College,Unemployed,M,Suburban,Single,1,Agent,Luxury Car,2,C,2
4351,Arizona,No,2,High School or Below,Employed,F,Rural,Married,2,Agent,Two-Door Car,2,P,1
4352,Arizona,No,1,High School or Below,Employed,F,Urban,Married,3,Web,Two-Door Car,2,P,3
4353,Arizona,Yes,1,High School or Below,Employed,M,Suburban,Married,2,Call Center,Four-Door Car,1,P,2
4354,Oregon,No,1,Master and Above,Unemployed,F,Rural,Single,2,Branch,Two-Door Car,2,C,3
4355,Arizona,No,1,Bachelor,Employed,M,Rural,Single,1,Agent,Two-Door Car,3,P,3
4356,California,No,2,College,Employed,M,Rural,Married,2,Agent,Four-Door Car,3,P,3
4357,Oregon,No,1,Master and Above,Unemployed,M,Rural,Single,1,Web,Four-Door Car,2,P,2
4358,Oregon,No,1,High School or Below,Employed,M,Urban,Single,4,Branch,Four-Door Car,2,P,3
4359,Nevada,No,1,Bachelor,Employed,F,Urban,Single,1,Agent,SUV,1,P,2
4360,Washington,No,1,High School or Below,Unemployed,M,Suburban,Single,2,Call Center,SUV,2,P,2
4361,California,No,1,College,Employed,F,Suburban,Married,2,Agent,SUV,2,C,3
4362,Oregon,No,1,Bachelor,Unemployed,F,Suburban,Single,1,Agent,Four-Door Car,2,P,3
4363,California,No,1,Bachelor,Employed,M,Suburban,Married,3,Call Center,SUV,2,P,2
4364,Oregon,No,1,Bachelor,Employed,M,Suburban,Married,2,Call Center,Four-Door Car,2,P,1
4365,Nevada,Yes,1,Bachelor,Other,M,Suburban,Married,1,Agent,SUV,2,P,3
4366,Arizona,No,2,College,Unemployed,F,Suburban,Married,4,Branch,Four-Door Car,2,P,3
4367,California,Yes,1,Bachelor,Other,F,Suburban,Married,2,Call Center,Four-Door Car,2,C,1
4368,California,No,1,Bachelor,Employed,M,Suburban,Married,4,Call Center,Two-Door Car,2,P,1
4369,Washington,No,1,Master and Above,Employed,M,Rural,Married,2,Web,SUV,2,P,3
4370,Oregon,No,3,College,Other,M,Suburban,Married,4,Call Center,Four-Door Car,2,P,1
4371,Arizona,No,1,Bachelor,Employed,M,Rural,Single,4,Agent,Four-Door Car,2,P,1
4372,Oregon,No,1,Bachelor,Unemployed,M,Suburban,Married,1,Branch,SUV,2,C,3
4373,Nevada,No,2,College,Employed,F,Urban,Married,1,Branch,Four-Door Car,1,C,2
4374,Washington,No,1,College,Employed,F,Urban,Married,2,Call Center,Four-Door Car,2,P,1
4375,Arizona,Yes,1,Bachelor,Employed,F,Rural,Married,2,Web,Two-Door Car,2,P,3
4376,Nevada,No,1,Master and Above,Unemployed,M,Suburban,Married,4,Branch,Two-Door Car,2,P,3
4377,Washington,No,1,College,Employed,M,Urban,Single,1,Call Center,SUV,2,P,1
4378,California,No,1,Bachelor,Other,M,Suburban,Married,1,Agent,Two-Door Car,2,C,3
4379,Washington,No,1,Bachelor,Employed,M,Suburban,Married,1,Branch,SUV,2,P,3
4380,California,No,3,College,Employed,F,Urban,Married,1,Branch,SUV,1,P,3
4381,Washington,No,3,College,Other,F,Suburban,Married,1,Web,Four-Door Car,2,C,2
4382,Washington,No,1,Bachelor,Unemployed,M,Suburban,Single,1,Agent,Two-Door Car,2,P,1
4383,Washington,No,1,College,Employed,M,Urban,Married,2,Call Center,SUV,3,P,3
4384,Oregon,No,1,College,Employed,M,Suburban,Married,2,Branch,Four-Door Car,1,P,3
4385,Arizona,Yes,1,High School or Below,Unemployed,F,Suburban,Single,1,Web,Luxury Car,2,C,1
4386,Washington,No,2,Master and Above,Unemployed,M,Suburban,Married,1,Agent,SUV,1,P,2
4387,Washington,No,3,Bachelor,Employed,F,Rural,Married,1,Agent,SUV,2,C,2
4388,Washington,No,2,High School or Below,Employed,F,Suburban,Single,1,Call Center,SUV,2,P,2
4389,California,No,1,Bachelor,Employed,M,Rural,Single,2,Agent,SUV,2,P,3
4390,Oregon,No,2,High School or Below,Employed,F,Suburban,Single,3,Branch,SUV,1,P,1
4391,Arizona,No,2,High School or Below,Unemployed,M,Rural,Married,4,Branch,Four-Door Car,2,P,3
4392,California,No,1,College,Employed,F,Suburban,Single,1,Call Center,SUV,2,P,1
4393,Arizona,Yes,2,Bachelor,Other,F,Suburban,Single,1,Agent,SUV,2,C,3
4394,Arizona,Yes,3,Bachelor,Employed,F,Rural,Single,2,Agent,Four-Door Car,2,P,2
4395,California,No,1,College,Employed,M,Suburban,Married,1,Branch,SUV,1,C,3
4396,California,No,1,College,Employed,M,Suburban,Married,3,Agent,Four-Door Car,3,P,3
4397,Washington,No,1,High School or Below,Unemployed,F,Suburban,Single,1,Agent,Four-Door Car,2,S,3
4398,California,Yes,1,College,Employed,M,Suburban,Married,1,Agent,SUV,2,C,1
4399,Nevada,No,2,Bachelor,Unemployed,M,Suburban,Married,1,Agent,SUV,2,P,2
4400,California,No,1,Bachelor,Employed,M,Rural,Single,3,Branch,Four-Door Car,3,P,2
4401,California,No,1,Bachelor,Unemployed,M,Urban,Married,3,Branch,Four-Door Car,2,P,2
4402,Oregon,No,1,Bachelor,Other,F,Suburban,Married,3,Web,Four-Door Car,1,C,3
4403,California,No,1,Bachelor,Employed,F,Rural,Single,3,Call Center,SUV,2,P,3
4404,California,No,1,High School or Below,Unemployed,F,Urban,Married,1,Call Center,Four-Door Car,2,P,3
4405,Nevada,No,1,College,Other,F,Suburban,Married,1,Branch,SUV,2,P,3
4406,Oregon,No,2,Bachelor,Employed,M,Suburban,Married,2,Agent,Four-Door Car,3,C,2
4407,Oregon,No,1,Bachelor,Employed,F,Rural,Married,1,Branch,Four-Door Car,2,P,3
4408,Nevada,No,1,Master and Above,Employed,F,Urban,Single,1,Call Center,Two-Door Car,2,P,1
4409,California,No,1,High School or Below,Unemployed,F,Suburban,Single,1,Call Center,Four-Door Car,2,P,1
4410,Oregon,No,1,High School or Below,Employed,M,Suburban,Single,1,Web,Luxury Car,2,P,3
4411,California,No,1,High School or Below,Employed,F,Suburban,Married,1,Web,SUV,2,P,2
4412,Arizona,No,1,Master and Above,Other,M,Suburban,Married,2,Branch,Four-Door Car,1,P,3
4413,California,No,2,Master and Above,Employed,F,Urban,Married,3,Agent,Two-Door Car,1,P,3
4414,Nevada,No,1,High School or Below,Employed,M,Suburban,Single,4,Branch,SUV,2,P,2
4415,Oregon,No,1,College,Employed,M,Suburban,Married,3,Agent,Two-Door Car,2,P,1
4416,Oregon,No,1,Master and Above,Employed,M,Rural,Single,1,Agent,Four-Door Car,3,P,3
4417,Arizona,No,2,High School or Below,Employed,F,Rural,Married,2,Branch,Luxury Car,1,P,3
4418,Arizona,No,3,Bachelor,Employed,F,Suburban,Single,2,Agent,Two-Door Car,1,C,3
4419,Arizona,No,1,High School or Below,Other,M,Suburban,Single,1,Agent,SUV,1,P,1
4420,Arizona,No,2,High School or Below,Unemployed,M,Suburban,Single,1,Agent,Two-Door Car,2,P,3
4421,Washington,No,1,High School or Below,Employed,M,Rural,Married,1,Call Center,Luxury Car,2,S,2
4422,Washington,Yes,1,Bachelor,Employed,M,Suburban,Married,2,Agent,Two-Door Car,2,P,3
4423,Oregon,No,1,Bachelor,Unemployed,M,Suburban,Single,2,Agent,Four-Door Car,1,C,3
4424,Oregon,No,1,High School or Below,Employed,M,Suburban,Married,2,Web,SUV,2,P,3
4425,California,Yes,2,Master and Above,Employed,M,Suburban,Single,2,Agent,Luxury Car,2,P,3
4426,California,Yes,1,High School or Below,Employed,F,Suburban,Married,2,Agent,Luxury Car,2,S,3
4427,Arizona,No,1,College,Employed,M,Rural,Single,2,Web,Four-Door Car,3,P,2
4428,Washington,Yes,1,High School or Below,Other,F,Suburban,Married,1,Branch,SUV,3,P,2
4429,California,No,2,Bachelor,Employed,M,Rural,Married,3,Web,Four-Door Car,1,P,3
4430,California,No,2,Bachelor,Employed,F,Urban,Single,1,Call Center,SUV,2,P,3
4431,California,No,2,Bachelor,Unemployed,M,Suburban,Single,1,Agent,Two-Door Car,2,P,1
4432,Oregon,No,3,Bachelor,Unemployed,F,Rural,Married,1,Branch,Four-Door Car,2,P,3
4433,California,No,1,Master and Above,Employed,F,Suburban,Married,4,Web,Four-Door Car,2,P,3
4434,Oregon,Yes,2,High School or Below,Other,F,Suburban,Married,2,Agent,Four-Door Car,3,P,1
4435,Arizona,No,1,College,Employed,F,Rural,Married,3,Agent,Two-Door Car,2,C,2
4436,California,No,2,High School or Below,Unemployed,F,Suburban,Single,2,Branch,SUV,2,P,2
4437,Oregon,No,1,High School or Below,Employed,M,Urban,Single,4,Agent,Two-Door Car,2,P,2
4438,Arizona,No,1,College,Other,M,Suburban,Married,2,Web,Luxury Car,2,P,3
4439,California,No,2,High School or Below,Employed,F,Urban,Married,1,Agent,SUV,2,S,2
4440,Nevada,No,1,Master and Above,Employed,F,Rural,Married,2,Web,SUV,1,P,3
4441,Arizona,No,1,College,Unemployed,M,Suburban,Married,2,Agent,Four-Door Car,2,P,3
4442,Nevada,No,1,High School or Below,Unemployed,M,Suburban,Single,2,Call Center,Luxury Car,3,P,3
4443,California,No,2,College,Employed,M,Suburban,Married,1,Web,Luxury Car,2,P,3
4444,Oregon,No,1,Bachelor,Other,M,Suburban,Married,1,Agent,Luxury Car,2,P,2
4445,Arizona,No,1,High School or Below,Employed,M,Suburban,Married,2,Branch,Two-Door Car,2,P,2
4446,Arizona,Yes,1,Master and Above,Employed,M,Suburban,Married,1,Agent,SUV,3,P,2
4447,California,No,1,College,Unemployed,M,Rural,Married,3,Agent,Luxury Car,2,C,3
4448,California,No,2,High School or Below,Employed,F,Suburban,Single,1,Agent,Luxury Car,2,P,3
4449,California,No,2,Bachelor,Employed,F,Suburban,Married,4,Agent,Four-Door Car,2,P,3
4450,Oregon,No,1,High School or Below,Unemployed,M,Suburban,Married,1,Branch,Four-Door Car,3,P,2
4451,Oregon,No,2,Master and Above,Unemployed,M,Suburban,Single,3,Agent,SUV,2,P,3
4452,Arizona,No,2,College,Unemployed,M,Suburban,Single,1,Branch,Four-Door Car,1,P,3
4453,California,No,1,Bachelor,Unemployed,F,Suburban,Single,1,Branch,Luxury Car,2,C,3
4454,Oregon,No,3,High School or Below,Other,F,Suburban,Single,2,Call Center,Four-Door Car,2,P,3
4455,Washington,No,1,High School or Below,Unemployed,F,Suburban,Single,2,Branch,SUV,2,P,2
4456,Nevada,No,2,High School or Below,Employed,M,Rural,Single,3,Call Center,Four-Door Car,2,C,1
4457,Oregon,No,1,High School or Below,Employed,F,Suburban,Married,1,Call Center,Luxury Car,3,P,3
4458,Oregon,No,1,High School or Below,Unemployed,F,Suburban,Single,2,Agent,Four-Door Car,2,S,3
4459,Oregon,No,1,Bachelor,Employed,F,Rural,Single,3,Branch,SUV,2,P,3
4460,Oregon,No,1,High School or Below,Employed,F,Suburban,Married,1,Branch,Two-Door Car,2,S,3
4461,California,Yes,2,Bachelor,Employed,F,Suburban,Married,2,Agent,Four-Door Car,1,S,2
4462,Oregon,No,1,Bachelor,Unemployed,F,Suburban,Single,1,Branch,Four-Door Car,1,P,3
4463,Nevada,No,1,High School or Below,Employed,M,Urban,Married,2,Call Center,Four-Door Car,1,S,2
4464,Oregon,No,2,Bachelor,Employed,F,Suburban,Married,2,Web,Four-Door Car,1,C,2
4465,Oregon,Yes,1,High School or Below,Other,F,Suburban,Single,1,Agent,Four-Door Car,2,C,3
4466,Arizona,No,1,College,Other,F,Suburban,Married,1,Branch,Two-Door Car,1,P,3
4467,Arizona,No,1,High School or Below,Employed,M,Urban,Single,1,Agent,Four-Door Car,2,P,3
4468,California,No,1,High School or Below,Unemployed,F,Suburban,Single,2,Agent,Four-Door Car,2,P,3
4469,California,No,1,College,Employed,M,Suburban,Married,3,Call Center,Two-Door Car,1,P,2
4470,Nevada,No,1,Bachelor,Unemployed,F,Suburban,Single,1,Agent,Four-Door Car,1,P,3
4471,California,No,1,College,Employed,F,Suburban,Married,4,Call Center,Four-Door Car,2,P,3
4472,Washington,No,1,High School or Below,Employed,F,Suburban,Married,3,Branch,Four-Door Car,1,P,2
4473,Oregon,No,1,High School or Below,Employed,M,Urban,Married,3,Agent,Two-Door Car,2,P,2
4474,Oregon,No,2,Bachelor,Unemployed,M,Suburban,Married,2,Call Center,Four-Door Car,1,P,3
4475,Nevada,No,3,Bachelor,Employed,M,Rural,Single,1,Agent,Four-Door Car,2,C,3
4476,Oregon,No,1,College,Employed,F,Suburban,Married,2,Web,Four-Door Car,2,C,3
4477,Arizona,No,1,College,Unemployed,M,Suburban,Single,1,Web,Luxury Car,1,P,2
4478,Nevada,No,1,College,Employed,F,Suburban,Single,4,Agent,SUV,2,P,1
4479,Washington,No,2,High School or Below,Unemployed,M,Suburban,Single,1,Branch,Four-Door Car,1,P,3
4480,California,No,2,High School or Below,Employed,M,Suburban,Married,2,Branch,Four-Door Car,2,P,3
4481,California,Yes,1,Master and Above,Employed,M,Suburban,Married,1,Agent,SUV,3,C,3
4482,Arizona,No,1,Bachelor,Unemployed,M,Suburban,Married,2,Call Center,Two-Door Car,3,P,3
4483,Nevada,No,2,High School or Below,Unemployed,F,Suburban,Single,1,Agent,Luxury Car,2,C,2
4484,Washington,No,1,High School or Below,Employed,F,Rural,Married,4,Branch,Four-Door Car,2,S,2
4485,California,No,2,Bachelor,Employed,M,Urban,Married,1,Call Center,SUV,2,P,3
4486,Arizona,No,2,High School or Below,Employed,F,Rural,Married,2,Branch,Two-Door Car,2,P,3
4487,California,No,1,College,Other,M,Suburban,Married,3,Branch,Four-Door Car,1,C,3
4488,Oregon,No,1,College,Employed,M,Suburban,Married,1,Call Center,SUV,1,P,1
4489,Oregon,No,2,College,Employed,M,Suburban,Single,2,Call Center,Four-Door Car,2,P,1
4490,Oregon,No,1,College,Employed,F,Suburban,Married,1,Call Center,Luxury Car,2,C,2
4491,Oregon,No,2,College,Unemployed,F,Suburban,Single,1,Call Center,Four-Door Car,2,P,3
4492,Arizona,No,1,College,Employed,M,Urban,Married,2,Branch,Four-Door Car,1,C,1
4493,Nevada,No,2,Bachelor,Employed,M,Suburban,Single,1,Agent,Four-Door Car,2,P,3
4494,California,No,1,Bachelor,Unemployed,F,Suburban,Single,3,Branch,Four-Door Car,1,C,1
4495,Arizona,Yes,1,Master and Above,Employed,F,Urban,Married,2,Branch,Four-Door Car,2,C,3
4496,Oregon,No,3,College,Unemployed,M,Suburban,Married,4,Web,Four-Door Car,2,P,1
4497,Arizona,No,1,High School or Below,Unemployed,M,Suburban,Single,1,Call Center,SUV,2,C,3
4498,Arizona,No,3,College,Employed,M,Suburban,Single,2,Agent,SUV,2,P,3
4499,Oregon,No,1,College,Employed,F,Rural,Married,1,Agent,Two-Door Car,1,P,3
4500,Oregon,No,2,High School or Below,Unemployed,M,Suburban,Married,1,Branch,SUV,1,P,2
4501,California,No,1,Bachelor,Unemployed,F,Suburban,Single,1,Call Center,Two-Door Car,1,P,1
4502,Oregon,Yes,1,Bachelor,Other,M,Suburban,Single,1,Agent,Four-Door Car,3,P,3
4503,Oregon,No,1,College,Unemployed,F,Suburban,Single,1,Agent,Luxury Car,2,P,1
4504,Nevada,No,1,College,Employed,F,Rural,Single,1,Agent,Four-Door Car,1,P,2
4505,California,Yes,1,High School or Below,Employed,F,Urban,Married,1,Agent,SUV,2,P,3
4506,California,No,3,Bachelor,Employed,M,Rural,Married,1,Branch,Four-Door Car,2,P,2
4507,Nevada,No,2,Master and Above,Employed,M,Urban,Married,2,Agent,Luxury Car,1,C,2
4508,California,Yes,2,College,Other,F,Suburban,Single,1,Agent,Luxury Car,2,P,3
4509,Oregon,No,2,High School or Below,Employed,F,Urban,Married,1,Web,SUV,2,P,3
4510,Nevada,No,1,Bachelor,Employed,F,Urban,Married,2,Web,Four-Door Car,2,P,1
4511,Nevada,No,1,Bachelor,Other,M,Rural,Married,1,Agent,Two-Door Car,2,P,3
4512,Arizona,Yes,2,College,Other,M,Suburban,Married,1,Agent,Four-Door Car,2,P,3
4513,California,Yes,1,College,Other,F,Suburban,Single,2,Web,Four-Door Car,3,P,3
4514,Oregon,No,1,High School or Below,Unemployed,M,Suburban,Single,1,Agent,Four-Door Car,1,P,3
4515,Oregon,No,2,College,Unemployed,F,Suburban,Single,1,Branch,Two-Door Car,2,P,3
4516,California,No,1,College,Employed,M,Urban,Single,2,Web,Four-Door Car,2,P,2
4517,Oregon,No,2,Bachelor,Employed,F,Suburban,Married,2,Branch,Four-Door Car,2,P,1
4518,Arizona,No,1,Bachelor,Employed,F,Suburban,Married,2,Agent,Four-Door Car,2,C,3
4519,Oregon,No,2,High School or Below,Employed,F,Suburban,Married,2,Call Center,Two-Door Car,3,P,3
4520,Oregon,No,1,High School or Below,Unemployed,M,Suburban,Single,4,Agent,Two-Door Car,2,C,1
4521,California,No,1,College,Employed,F,Urban,Married,2,Web,Four-Door Car,1,P,1
4522,Oregon,No,1,College,Employed,M,Rural,Single,2,Agent,Four-Door Car,2,P,2
4523,Nevada,No,2,Bachelor,Employed,M,Suburban,Single,1,Branch,SUV,2,C,3
4524,Nevada,No,1,Bachelor,Employed,F,Suburban,Married,4,Call Center,Four-Door Car,2,P,3
4525,Arizona,No,2,Bachelor,Employed,F,Urban,Married,3,Agent,Four-Door Car,2,P,3
4526,Washington,Yes,1,Bachelor,Employed,F,Suburban,Married,1,Agent,Two-Door Car,2,P,3
4527,Oregon,Yes,2,Master and Above,Unemployed,F,Suburban,Single,1,Branch,Luxury Car,2,P,2
4528,Oregon,No,2,Bachelor,Employed,F,Urban,Married,2,Web,Two-Door Car,2,P,2
4529,California,No,2,Bachelor,Employed,M,Rural,Married,2,Call Center,SUV,2,P,2
4530,California,No,1,Bachelor,Employed,M,Rural,Married,1,Call Center,Four-Door Car,2,S,3
4531,California,No,2,Master and Above,Employed,M,Urban,Married,3,Agent,Four-Door Car,2,P,2
4532,California,No,1,College,Employed,F,Suburban,Married,1,Agent,Four-Door Car,2,P,3
4533,Oregon,No,1,High School or Below,Employed,F,Rural,Married,2,Branch,SUV,2,P,3
4534,Washington,Yes,3,High School or Below,Employed,F,Suburban,Single,1,Agent,Four-Door Car,2,P,2
4535,Nevada,No,2,High School or Below,Other,F,Suburban,Married,2,Web,Four-Door Car,1,C,2
4536,Nevada,Yes,1,Bachelor,Unemployed,M,Suburban,Married,1,Agent,SUV,3,P,3
4537,California,Yes,1,Bachelor,Other,M,Suburban,Single,1,Branch,SUV,2,P,2
4538,California,Yes,1,College,Employed,M,Suburban,Single,2,Call Center,Four-Door Car,1,S,3
4539,Oregon,Yes,1,Bachelor,Employed,F,Urban,Married,1,Branch,SUV,2,P,3
4540,Nevada,No,3,Bachelor,Other,M,Suburban,Married,1,Branch,Two-Door Car,1,P,3
4541,Oregon,No,1,High School or Below,Unemployed,F,Suburban,Single,2,Branch,SUV,2,S,2
4542,Oregon,No,3,High School or Below,Employed,F,Urban,Married,1,Branch,Luxury Car,2,P,3
4543,Oregon,No,1,College,Employed,F,Urban,Married,1,Agent,Four-Door Car,2,P,1
4544,Oregon,Yes,1,High School or Below,Other,F,Suburban,Married,1,Branch,SUV,3,C,3
4545,California,No,1,Bachelor,Employed,M,Suburban,Married,4,Call Center,Two-Door Car,1,P,2
4546,Oregon,No,1,Bachelor,Unemployed,F,Suburban,Single,1,Agent,Four-Door Car,2,P,2
4547,Oregon,Yes,1,High School or Below,Employed,M,Suburban,Married,2,Branch,SUV,2,C,2
4548,California,No,1,College,Unemployed,F,Suburban,Married,1,Agent,Two-Door Car,2,C,2
4549,California,No,1,Bachelor,Other,M,Urban,Married,2,Web,SUV,1,C,3
4550,California,No,2,Master and Above,Other,F,Rural,Married,1,Agent,Four-Door Car,2,P,2
4551,Oregon,No,1,College,Unemployed,F,Suburban,Single,2,Branch,Four-Door Car,2,C,2
4552,California,No,2,Bachelor,Unemployed,M,Suburban,Single,2,Agent,Four-Door Car,1,P,1
4553,Oregon,No,1,College,Employed,M,Rural,Married,2,Agent,Two-Door Car,2,P,1
4554,Arizona,No,1,Master and Above,Employed,F,Suburban,Married,2,Branch,Four-Door Car,2,P,3
4555,Oregon,Yes,1,College,Employed,M,Suburban,Married,2,Agent,Four-Door Car,3,P,1
4556,Oregon,No,1,High School or Below,Other,F,Suburban,Married,3,Agent,SUV,2,P,3
4557,Arizona,No,1,Master and Above,Employed,M,Urban,Married,3,Call Center,Four-Door Car,2,P,3
4558,Oregon,No,1,College,Employed,M,Suburban,Married,4,Call Center,Two-Door Car,2,P,2
4559,Arizona,No,2,Master and Above,Employed,M,Suburban,Married,2,Branch,Four-Door Car,2,P,2
4560,California,No,2,College,Employed,F,Urban,Married,4,Branch,Four-Door Car,2,P,2
4561,Oregon,Yes,2,Bachelor,Employed,F,Suburban,Married,2,Agent,Four-Door Car,1,S,1
4562,Arizona,Yes,1,High School or Below,Unemployed,M,Suburban,Married,2,Call Center,Two-Door Car,2,C,1
4563,California,No,2,High School or Below,Employed,M,Urban,Married,2,Web,SUV,2,P,3
4564,Washington,No,2,Bachelor,Unemployed,M,Suburban,Married,3,Web,Four-Door Car,2,C,3
4565,Oregon,No,1,High School or Below,Employed,F,Suburban,Married,2,Web,Four-Door Car,2,P,3
4566,Arizona,No,1,High School or Below,Employed,F,Suburban,Single,1,Branch,Four-Door Car,2,P,2
4567,Arizona,No,1,High School or Below,Unemployed,M,Suburban,Single,1,Agent,Luxury Car,1,P,3
4568,Nevada,No,1,Bachelor,Unemployed,F,Suburban,Single,2,Agent,Four-Door Car,3,P,3
4569,Nevada,No,1,High School or Below,Employed,M,Rural,Married,2,Call Center,Two-Door Car,2,C,3
4570,Nevada,No,1,Bachelor,Employed,F,Rural,Married,4,Call Center,Two-Door Car,2,C,3
4571,Arizona,No,1,College,Employed,F,Suburban,Single,1,Agent,SUV,2,P,2
4572,Nevada,No,1,Bachelor,Unemployed,F,Suburban,Single,1,Call Center,SUV,1,P,3
4573,California,Yes,2,Bachelor,Employed,F,Suburban,Married,2,Call Center,Two-Door Car,2,P,2
4574,California,No,3,Master and Above,Employed,M,Rural,Married,1,Agent,Luxury Car,2,P,2
4575,Washington,No,1,High School or Below,Employed,F,Suburban,Married,4,Call Center,Four-Door Car,2,P,2
